Equipment,Timestamp,Temperature,Vibration,Usage_Hours,Lubrication_Status,Motor_Current,Pressure,Humidity,Conveyor_Speed,Maintenance_Required
Stamping Machine,2020-06-13 11:12:12,69.5,0.28,1066,Good,5.3,100,70,1.88,Yes
CNC Machine,2023-09-15 23:39:07,75.3,0.39,509,Empty,19.1,80,34,,No
CNC Machine,2020-04-04 06:24:32,22.6,0.5,774,Low,20.0,84,34,,Yes
Stamping Machine,2022-09-03 23:14:49,30.1,0.5,1993,Low,9.1,100,36,,No
Conveyor Belt,2022-09-03 23:14:49,43.3,0.5,1660,Empty,20.0,82,36,1.88,Yes
CNC Machine,2022-01-03 02:07:29,20.2,0.5,952,Good,13.5,100,38,,Yes
Stamping Machine,2022-09-03 23:14:49,37.0,0.05,1645,Low,20.0,100,35,1.86,No
CNC Machine,2022-10-30 20:56:26,60.5,0.35,1582,Low,20.0,83,57,1.06,Yes
Stamping Machine,2022-09-03 23:14:49,79.7,0.26,732,Good,11.4,84,56,,No
Robot,2021-09-28 01:16:30,74.2,0.5,509,Good,5.3,90,42,,No
Stamping Machine,2022-09-03 23:14:49,34.7,0.5,510,Empty,18.0,92,46,1.86,Yes
CNC Machine,2022-02-13 07:03:03,75.7,0.5,509,Low,14.4,81,68,,Yes
Stamping Machine,2020-07-05 07:56:20,23.1,0.05,509,Good,18.9,99,30,1.87,Yes
Conveyor Belt,2021-03-21 08:22:28,79.7,0.22,1678,Empty,11.9,92,60,,Yes
CNC Machine,2020-03-14 05:08:45,20.2,0.5,606,Low,5.3,80,53,1.94,Yes
Stamping Machine,2020-01-06 23:09:12,20.2,0.05,1144,Low,17.9,100,37,,No
CNC Machine,2020-07-05 07:56:20,70.4,0.05,1955,Low,14.7,100,30,,No
Robot,2022-09-03 23:14:49,29.3,0.05,743,Low,5.3,80,70,,No
Robot,2022-07-04 01:26:47,29.9,0.23,1877,Good,19.0,80,30,,No
CNC Machine,2022-09-03 23:14:49,51.7,0.16,509,Low,5.3,99,30,,No
Robot,2022-07-12 22:45:22,20.2,0.11,1394,Low,20.0,80,70,,Yes
Stamping Machine,2022-09-03 23:14:49,55.8,0.39,944,Empty,5.3,100,44,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.25,695,Low,9.4,100,46,,Yes
Stamping Machine,2020-03-14 05:08:45,79.7,0.5,751,Empty,12.6,100,37,,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.49,509,Good,12.1,100,38,,Yes
CNC Machine,2022-09-03 23:14:49,43.0,0.19,906,Low,8.1,100,64,,Yes
Conveyor Belt,2021-10-24 16:48:04,74.2,0.21,970,Good,18.6,91,34,,Yes
Stamping Machine,2022-10-09 20:41:10,69.7,0.1,1309,Good,13.9,90,50,,Yes
Conveyor Belt,2023-09-15 23:39:07,20.2,0.5,509,Good,16.8,98,39,,Yes
Robot,2020-03-14 05:08:45,79.7,0.35,1368,Low,20.0,84,66,,Yes
CNC Machine,2022-04-21 13:10:24,31.3,0.33,1568,Empty,15.6,100,35,,No
Stamping Machine,2023-09-15 23:39:07,29.0,0.3,509,Good,19.8,80,30,,No
Robot,2023-09-15 23:39:07,70.7,0.38,1301,Good,16.1,80,43,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.5,833,Good,13.0,87,70,,No
Stamping Machine,2020-08-10 11:40:41,39.0,0.5,509,Good,5.3,100,33,1.86,Yes
Robot,2020-10-18 06:17:22,64.1,0.36,1449,Empty,19.1,100,70,,No
CNC Machine,2023-09-16 23:58:34,79.7,0.5,1993,Empty,20.0,99,41,,Yes
Conveyor Belt,2022-07-12 22:45:22,64.9,0.34,509,Good,6.7,100,34,1.88,Yes
CNC Machine,2022-01-13 11:52:31,69.6,0.37,1197,Low,17.3,80,37,,Yes
Robot,2022-12-24 04:03:28,20.2,0.41,509,Empty,18.2,82,35,1.11,No
Stamping Machine,2022-02-13 07:03:03,72.9,0.05,509,Good,5.3,100,45,,No
CNC Machine,2021-05-06 05:33:14,74.2,0.5,1993,Low,17.1,98,30,,Yes
CNC Machine,2023-09-15 23:39:07,20.2,0.41,736,Good,9.0,85,57,,Yes
Conveyor Belt,2022-09-03 23:14:49,79.7,0.38,1779,Low,17.7,83,70,1.87,Yes
Conveyor Belt,2020-04-03 06:01:09,34.9,0.5,509,Empty,5.3,85,37,,Yes
Conveyor Belt,2022-07-12 22:45:22,79.7,0.49,509,Empty,18.2,83,30,1.86,No
Stamping Machine,2021-10-14 00:34:41,70.3,0.27,509,Good,8.6,100,63,,Yes
Conveyor Belt,2020-06-13 11:12:12,62.5,0.36,509,Low,19.9,91,49,,Yes
Conveyor Belt,2023-09-16 23:58:34,20.2,0.08,509,Low,9.6,100,36,,Yes
Stamping Machine,2020-11-21 03:36:35,46.9,0.36,509,Low,14.0,100,70,,No
Robot,2022-09-03 23:14:49,79.7,0.5,814,Empty,11.6,80,41,,Yes
Stamping Machine,2022-12-24 04:03:28,71.6,0.45,509,Low,9.6,90,46,,No
Conveyor Belt,2021-05-22 13:42:41,79.7,0.18,509,Low,15.0,93,70,,No
Robot,2023-07-29 03:01:37,67.7,0.28,1037,Low,20.0,80,30,,No
Stamping Machine,2023-09-15 23:39:07,34.1,0.5,509,Empty,20.0,89,37,,Yes
Stamping Machine,2020-01-06 23:09:12,74.7,0.5,509,Low,12.3,88,30,1.06,No
Stamping Machine,2022-07-04 01:26:47,68.2,0.28,509,Empty,16.9,100,30,,Yes
Robot,2023-08-29 21:53:06,76.1,0.34,509,Good,6.9,100,64,,No
CNC Machine,2022-07-25 00:00:35,79.7,0.06,509,Empty,9.2,100,52,,Yes
Stamping Machine,2020-10-18 06:17:22,21.3,0.49,509,Good,10.6,100,36,,No
Stamping Machine,2022-09-21 04:11:31,20.2,0.17,562,Low,20.0,100,53,,Yes
Stamping Machine,2020-05-23 18:54:37,20.2,0.22,1631,Low,5.3,100,61,,Yes
CNC Machine,2022-09-03 23:14:49,79.7,0.15,1106,Empty,5.3,96,70,,No
Conveyor Belt,2020-11-14 08:04:49,32.9,0.33,509,Low,19.3,85,30,1.89,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.41,1198,Low,16.1,80,70,,Yes
Conveyor Belt,2021-10-14 00:34:41,77.9,0.05,961,Good,5.3,81,70,1.89,Yes
Conveyor Belt,2020-03-14 05:08:45,25.9,0.05,1206,Good,19.3,88,70,,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,509,Low,10.5,80,65,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,1563,Good,12.1,83,70,,No
Conveyor Belt,2023-09-22 03:26:36,39.4,0.13,926,Empty,20.0,100,41,,Yes
Robot,2022-07-04 01:26:47,33.6,0.14,509,Empty,20.0,86,34,1.88,No
Stamping Machine,2020-01-30 04:40:07,22.6,0.11,509,Empty,5.8,80,66,,Yes
Conveyor Belt,2020-03-14 05:08:45,45.9,0.37,509,Good,11.0,81,59,1.88,No
Stamping Machine,2023-09-16 23:58:34,57.1,0.5,509,Low,17.6,97,53,,Yes
Stamping Machine,2022-07-04 01:26:47,55.4,0.14,509,Good,17.9,100,37,,No
CNC Machine,2022-07-12 22:45:22,20.2,0.05,1281,Low,20.0,82,70,,No
Conveyor Belt,2023-09-16 23:58:34,34.7,0.47,509,Low,6.3,94,37,1.88,Yes
Stamping Machine,2022-07-25 00:00:35,74.6,0.41,509,Low,9.6,96,52,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.09,1993,Low,5.3,87,67,,Yes
Stamping Machine,2023-09-15 23:39:07,66.7,0.3,509,Good,14.6,80,45,,Yes
Robot,2020-02-08 01:42:40,79.7,0.5,750,Good,6.8,80,30,3.0,Yes
Robot,2021-01-17 15:41:35,30.9,0.05,1100,Low,10.5,80,70,1.87,No
CNC Machine,2020-10-18 06:17:22,20.2,0.35,1993,Low,19.2,80,51,,No
Stamping Machine,2022-09-03 23:14:49,45.7,0.34,1771,Good,20.0,93,30,,Yes
Stamping Machine,2020-03-14 05:08:45,20.2,0.23,936,Good,20.0,94,39,,Yes
CNC Machine,2023-09-16 23:58:34,44.1,0.05,798,Good,20.0,81,36,,No
Conveyor Belt,2023-09-16 23:58:34,76.2,0.05,509,Empty,19.6,90,70,,Yes
Stamping Machine,2022-09-03 23:14:49,47.4,0.29,1722,Empty,6.9,100,70,,Yes
Stamping Machine,2023-09-16 23:58:34,54.2,0.32,729,Empty,20.0,80,37,1.87,Yes
Stamping Machine,2023-09-15 23:39:07,27.5,0.05,509,Low,7.0,98,44,,Yes
Robot,2023-09-16 23:58:34,20.2,0.3,509,Empty,14.3,85,41,,Yes
Stamping Machine,2022-09-03 23:14:49,40.9,0.23,509,Good,20.0,90,48,,No
Stamping Machine,2023-09-16 23:58:34,33.9,0.35,509,Low,20.0,87,30,,Yes
Conveyor Belt,2022-04-21 13:10:24,51.3,0.11,622,Empty,14.4,100,30,1.06,Yes
Stamping Machine,2022-09-03 23:14:49,47.7,0.21,901,Empty,20.0,80,35,,Yes
CNC Machine,2023-04-19 19:12:15,41.5,0.26,509,Good,5.3,100,60,,Yes
Stamping Machine,2020-01-06 23:09:12,50.9,0.43,1339,Good,20.0,100,62,,No
Conveyor Belt,2023-09-16 23:58:34,20.2,0.05,1020,Good,9.0,100,59,,Yes
Stamping Machine,2020-03-14 05:08:45,39.2,0.5,509,Good,5.3,100,59,,No
Stamping Machine,2020-11-15 17:40:08,20.2,0.31,1820,Low,10.9,95,30,,Yes
Stamping Machine,2020-10-18 06:17:22,35.4,0.08,764,Low,5.3,89,38,,Yes
Conveyor Belt,2020-07-05 07:56:20,20.2,0.16,1787,Low,18.9,89,38,,No
CNC Machine,2021-10-14 00:34:41,20.2,0.05,1547,Good,19.6,98,30,,Yes
Stamping Machine,2020-04-04 06:24:32,20.2,0.09,1993,Good,5.3,100,30,,No
Stamping Machine,2020-05-23 18:54:37,22.5,0.5,1919,Good,12.6,100,30,,No
Conveyor Belt,2022-09-03 23:14:49,27.8,0.5,1490,Empty,7.8,91,70,1.41,Yes
Stamping Machine,2023-09-15 23:39:07,29.4,0.05,653,Good,7.8,91,42,,Yes
Stamping Machine,2020-01-06 23:09:12,20.2,0.24,659,Good,10.3,87,68,,Yes
CNC Machine,2021-09-15 17:57:32,46.8,0.22,829,Low,7.5,92,70,,Yes
Conveyor Belt,2022-03-14 17:05:57,20.2,0.5,509,Low,12.3,80,70,1.91,Yes
CNC Machine,2020-10-18 06:17:22,70.6,0.33,853,Empty,19.6,89,46,,Yes
CNC Machine,2022-07-04 01:26:47,32.1,0.14,509,Empty,20.0,80,38,2.0,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.11,1442,Empty,20.0,87,61,,Yes
Conveyor Belt,2023-09-16 23:58:34,29.6,0.5,756,Low,8.1,100,53,,Yes
Stamping Machine,2022-09-03 23:14:49,59.8,0.16,509,Empty,6.6,96,70,,Yes
CNC Machine,2022-03-11 02:11:01,70.2,0.39,509,Low,12.7,93,59,,No
CNC Machine,2023-09-22 03:26:36,64.2,0.31,834,Empty,5.3,80,66,,Yes
Stamping Machine,2021-10-14 00:34:41,20.2,0.46,1163,Good,20.0,93,36,1.66,No
CNC Machine,2021-10-14 00:34:41,26.4,0.5,509,Low,15.2,92,34,,No
CNC Machine,2023-09-16 23:58:34,71.1,0.25,709,Empty,8.3,98,70,,Yes
CNC Machine,2022-09-03 23:14:49,28.9,0.11,509,Good,6.3,80,43,,Yes
CNC Machine,2020-11-06 00:46:27,52.8,0.06,509,Good,7.1,97,30,,Yes
Stamping Machine,2022-07-04 01:26:47,38.7,0.5,509,Low,12.6,90,52,,No
CNC Machine,2023-09-16 23:58:34,57.2,0.05,509,Low,6.2,80,68,,Yes
Robot,2020-11-06 00:46:27,20.2,0.05,831,Low,20.0,89,53,,Yes
CNC Machine,2022-09-20 09:08:51,79.7,0.08,509,Empty,7.3,100,40,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,1363,Good,8.7,100,34,,Yes
Robot,2022-09-03 23:14:49,29.5,0.05,1611,Empty,14.8,90,48,1.26,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.5,509,Low,20.0,100,62,,No
Stamping Machine,2020-07-05 07:56:20,20.2,0.13,1828,Low,5.3,96,39,,Yes
Conveyor Belt,2022-09-03 23:14:49,75.7,0.32,509,Empty,7.5,83,67,,Yes
CNC Machine,2021-12-10 16:13:49,33.9,0.3,509,Low,6.6,100,38,,No
Robot,2020-07-05 07:56:20,23.1,0.17,1622,Good,18.1,80,70,,Yes
Conveyor Belt,2021-10-24 16:48:04,70.4,0.5,509,Good,18.0,98,53,1.21,Yes
Stamping Machine,2022-09-03 23:14:49,79.7,0.45,509,Empty,12.5,80,70,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,1555,Low,17.7,91,30,,Yes
Robot,2020-03-18 12:51:30,31.1,0.05,527,Low,12.8,86,67,,No
Conveyor Belt,2022-10-15 09:54:19,31.8,0.21,509,Low,19.2,96,61,,Yes
Conveyor Belt,2020-11-06 00:46:27,76.3,0.29,509,Low,13.2,100,59,1.96,Yes
Conveyor Belt,2022-07-12 22:45:22,21.9,0.05,626,Empty,9.8,96,43,3.0,Yes
Robot,2020-10-18 06:17:22,58.6,0.33,649,Low,20.0,93,37,,No
Conveyor Belt,2020-11-06 00:46:27,64.6,0.18,1151,Good,5.3,100,49,,No
Stamping Machine,2022-09-29 17:02:08,68.2,0.05,1553,Good,18.4,100,47,,Yes
Stamping Machine,2023-07-02 01:54:59,39.2,0.5,509,Low,17.8,80,34,,Yes
CNC Machine,2023-09-15 23:39:07,75.9,0.12,509,Empty,13.5,90,30,,Yes
Robot,2020-11-14 08:04:49,66.4,0.32,509,Good,11.8,100,35,,No
Stamping Machine,2020-10-18 06:17:22,20.2,0.06,509,Good,20.0,80,35,,Yes
Conveyor Belt,2023-09-16 23:58:34,20.2,0.05,1481,Empty,5.3,96,33,,Yes
CNC Machine,2022-07-04 01:26:47,32.1,0.05,509,Low,20.0,82,35,,Yes
Stamping Machine,2023-07-24 16:21:48,44.3,0.5,509,Low,20.0,80,70,1.9,No
Stamping Machine,2020-01-06 23:09:12,62.6,0.3,509,Good,10.0,100,30,1.91,Yes
Robot,2020-10-18 06:17:22,20.2,0.46,682,Good,5.3,90,70,,Yes
CNC Machine,2022-09-03 23:14:49,74.4,0.48,509,Good,20.0,80,53,,No
Stamping Machine,2020-01-06 23:09:12,71.9,0.5,748,Low,13.5,80,34,,No
Stamping Machine,2023-09-15 23:39:07,71.7,0.5,1643,Good,5.3,100,30,2.03,No
Stamping Machine,2020-10-18 06:17:22,79.7,0.5,850,Good,8.6,100,46,,No
CNC Machine,2021-05-06 05:33:14,56.7,0.37,732,Low,20.0,83,60,,Yes
Stamping Machine,2022-09-03 23:14:49,30.4,0.05,1185,Good,20.0,80,40,2.04,Yes
Stamping Machine,2022-02-04 09:20:03,20.2,0.09,913,Good,20.0,81,40,,Yes
Stamping Machine,2022-10-18 19:14:16,20.2,0.08,1609,Good,5.3,99,50,,Yes
Stamping Machine,2022-08-08 14:01:42,31.5,0.05,509,Good,14.8,84,38,,No
CNC Machine,2022-09-03 23:14:49,22.6,0.11,1524,Good,5.3,100,70,,No
CNC Machine,2022-09-03 23:14:49,36.2,0.27,919,Low,20.0,83,70,2.62,No
Robot,2022-07-04 01:26:47,54.5,0.14,1124,Good,12.0,80,35,,No
Robot,2022-04-05 21:56:47,20.2,0.39,1588,Good,7.9,100,52,,Yes
CNC Machine,2020-04-03 06:01:09,72.7,0.25,850,Empty,13.0,100,30,,Yes
Robot,2022-09-03 23:14:49,20.2,0.05,533,Good,17.5,85,49,,Yes
CNC Machine,2020-01-06 23:09:12,36.4,0.19,856,Empty,5.3,100,52,,Yes
CNC Machine,2020-03-14 05:08:45,67.1,0.5,1366,Empty,8.3,100,35,,No
Conveyor Belt,2020-10-18 06:17:22,57.3,0.5,1993,Low,19.3,82,30,,No
Stamping Machine,2020-11-06 00:46:27,79.7,0.19,844,Empty,8.4,97,70,,Yes
Stamping Machine,2020-10-18 06:17:22,20.2,0.5,509,Low,14.3,83,34,,No
Robot,2020-07-05 07:56:20,50.7,0.38,883,Low,6.8,100,57,,Yes
Conveyor Belt,2021-09-28 02:47:06,43.4,0.5,509,Good,19.0,100,30,,Yes
CNC Machine,2022-09-03 23:14:49,59.8,0.11,515,Empty,8.9,100,45,,Yes
Conveyor Belt,2020-10-18 06:17:22,20.3,0.24,1066,Empty,20.0,94,61,,No
Stamping Machine,2023-07-02 01:54:59,63.7,0.28,509,Good,18.6,90,36,,Yes
Conveyor Belt,2020-10-18 06:17:22,33.9,0.4,509,Low,6.8,100,48,,Yes
Robot,2022-09-03 23:14:49,29.0,0.5,769,Low,7.9,82,30,,Yes
Stamping Machine,2022-04-21 13:10:24,30.1,0.06,509,Low,9.2,80,30,,Yes
CNC Machine,2022-07-12 22:45:22,46.7,0.05,509,Good,6.9,80,61,,Yes
Stamping Machine,2022-09-03 23:14:49,69.4,0.5,509,Good,13.9,100,55,,No
CNC Machine,2022-07-12 22:45:22,62.3,0.5,509,Good,5.3,83,70,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.24,509,Low,20.0,100,38,1.37,Yes
Conveyor Belt,2022-04-19 06:16:38,47.2,0.5,509,Empty,7.4,100,41,,No
Conveyor Belt,2022-07-12 22:45:22,55.0,0.21,1993,Low,18.2,89,50,3.0,Yes
Stamping Machine,2020-08-10 03:31:41,75.5,0.5,737,Good,20.0,95,34,,Yes
Stamping Machine,2021-01-06 09:08:52,35.3,0.5,509,Low,18.4,86,44,1.87,No
Robot,2023-09-16 23:58:34,20.2,0.5,509,Empty,20.0,100,70,,Yes
Stamping Machine,2023-04-29 13:50:53,20.2,0.1,925,Low,16.3,85,70,,Yes
Robot,2023-09-22 03:26:36,29.4,0.05,1622,Good,16.6,80,39,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,509,Low,7.1,100,36,,No
CNC Machine,2020-03-18 12:51:30,20.2,0.08,1234,Good,10.8,91,42,1.89,Yes
Robot,2023-09-16 23:58:34,54.9,0.12,1633,Low,20.0,89,37,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.42,509,Low,18.0,88,30,,Yes
CNC Machine,2021-10-24 16:48:04,33.5,0.05,846,Low,20.0,80,50,,Yes
CNC Machine,2023-09-16 23:58:34,29.0,0.24,534,Good,5.3,99,39,1.87,Yes
Robot,2023-09-16 23:58:34,37.2,0.45,1596,Empty,7.0,100,36,,No
Robot,2020-11-06 00:46:27,34.1,0.36,1600,Good,15.5,80,70,,No
Stamping Machine,2020-03-14 05:08:45,48.8,0.23,1292,Good,5.3,100,65,,Yes
CNC Machine,2023-07-24 16:21:48,20.2,0.37,510,Low,18.8,99,30,,No
Conveyor Belt,2023-06-16 09:49:29,33.5,0.05,509,Empty,14.1,99,39,,No
Conveyor Belt,2021-12-13 07:16:34,36.7,0.05,509,Empty,12.9,100,62,2.0,Yes
Robot,2020-04-03 03:08:29,38.8,0.3,1929,Low,17.4,80,61,,Yes
Conveyor Belt,2022-09-03 23:14:49,73.5,0.34,509,Good,15.6,100,30,,No
Robot,2021-09-28 02:47:06,73.1,0.05,509,Low,7.0,100,64,,Yes
Stamping Machine,2023-08-26 06:54:48,20.2,0.05,509,Good,7.5,84,70,,No
Stamping Machine,2022-01-03 02:07:29,54.8,0.05,967,Empty,8.2,80,70,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.35,1686,Empty,20.0,83,30,,Yes
Conveyor Belt,2020-11-13 22:12:35,26.8,0.5,828,Good,15.0,91,58,,No
Conveyor Belt,2022-09-03 23:14:49,21.0,0.05,509,Good,6.5,80,70,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,509,Low,14.2,96,38,,No
Stamping Machine,2022-07-12 22:45:22,20.2,0.5,770,Good,5.3,100,70,,Yes
Robot,2023-09-15 23:39:07,20.2,0.37,1492,Good,5.3,96,64,1.87,Yes
Conveyor Belt,2022-09-03 23:14:49,32.4,0.5,1014,Low,20.0,83,51,,Yes
Conveyor Belt,2022-09-03 23:14:49,34.3,0.31,1477,Empty,18.1,100,43,1.96,Yes
Conveyor Belt,2020-10-18 06:17:22,79.7,0.28,509,Low,20.0,100,34,,Yes
Robot,2020-11-06 00:46:27,59.8,0.2,1993,Empty,18.3,100,70,,Yes
Stamping Machine,2020-04-24 19:14:09,25.2,0.11,509,Good,20.0,80,70,,No
Stamping Machine,2020-07-05 07:56:20,33.9,0.35,770,Low,13.1,97,47,,Yes
Conveyor Belt,2020-03-14 05:08:45,75.1,0.34,753,Low,10.6,80,60,,Yes
Robot,2022-12-08 17:49:37,61.9,0.5,1209,Low,10.4,96,53,1.06,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,509,Low,19.0,82,36,,Yes
Conveyor Belt,2022-09-03 23:14:49,29.0,0.05,752,Good,11.0,80,70,,Yes
Conveyor Belt,2021-11-07 23:58:34,79.7,0.5,1545,Empty,20.0,85,66,,Yes
Stamping Machine,2020-03-14 05:08:45,64.9,0.15,509,Good,20.0,100,41,,Yes
Robot,2020-07-26 05:50:11,29.1,0.34,831,Empty,19.3,86,41,,No
Conveyor Belt,2022-07-12 22:45:22,40.9,0.29,820,Good,5.3,97,60,1.26,Yes
Stamping Machine,2020-11-06 00:46:27,56.1,0.05,762,Empty,18.7,100,53,,Yes
CNC Machine,2023-09-15 23:39:07,53.0,0.05,509,Good,8.8,93,35,,No
Robot,2022-10-30 20:56:26,20.2,0.14,509,Good,9.7,100,36,,Yes
Stamping Machine,2023-09-16 23:58:34,20.2,0.05,509,Good,5.3,100,66,,Yes
CNC Machine,2022-04-21 13:10:24,59.3,0.05,509,Good,5.3,94,30,,No
Robot,2020-01-20 08:19:37,20.2,0.31,509,Low,10.8,100,59,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.48,1993,Low,20.0,80,58,,No
Stamping Machine,2023-09-15 23:39:07,71.5,0.5,509,Good,6.6,100,34,1.96,Yes
Conveyor Belt,2022-07-04 01:26:47,30.7,0.5,525,Good,20.0,89,34,,Yes
Stamping Machine,2021-09-28 01:16:30,45.1,0.06,796,Good,20.0,100,70,,No
Robot,2022-09-03 23:14:49,41.8,0.44,847,Low,6.0,100,47,1.89,Yes
Stamping Machine,2023-09-16 23:58:34,20.2,0.05,509,Low,9.3,90,35,,Yes
Stamping Machine,2022-01-03 02:07:29,69.7,0.5,509,Good,5.3,100,64,,Yes
Conveyor Belt,2021-10-24 16:48:04,74.9,0.16,735,Empty,10.1,86,55,1.11,Yes
Conveyor Belt,2022-07-12 22:45:22,75.7,0.5,509,Empty,20.0,89,30,,Yes
Stamping Machine,2023-09-22 03:26:36,30.1,0.05,509,Good,9.0,100,49,,Yes
Robot,2023-09-22 03:26:36,32.4,0.05,793,Good,20.0,100,40,1.91,Yes
Stamping Machine,2020-11-06 00:46:27,76.1,0.5,864,Low,5.3,85,70,,Yes
Robot,2022-12-08 17:49:37,20.2,0.24,1536,Low,15.5,96,30,,No
Conveyor Belt,2023-09-22 03:26:36,48.2,0.31,812,Good,9.6,80,53,1.88,No
CNC Machine,2020-06-15 14:53:51,59.0,0.22,1583,Low,19.9,99,35,,No
Robot,2022-09-03 23:14:49,20.2,0.05,738,Empty,5.3,97,43,,Yes
Robot,2022-09-03 23:14:49,20.2,0.07,1291,Good,20.0,86,41,,No
Robot,2020-01-16 21:08:39,36.1,0.21,509,Low,20.0,83,55,,No
Stamping Machine,2022-09-03 23:14:49,37.8,0.05,1458,Low,5.3,100,61,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,509,Good,5.3,86,70,,Yes
Conveyor Belt,2022-09-03 23:14:49,78.7,0.5,603,Good,16.3,90,51,1.62,No
Stamping Machine,2022-09-03 23:14:49,38.5,0.05,1993,Low,7.0,100,35,,Yes
Robot,2022-09-03 23:14:49,33.0,0.05,509,Low,20.0,80,42,,Yes
Stamping Machine,2023-09-15 23:39:07,40.8,0.5,509,Empty,8.0,95,35,,No
Robot,2022-07-12 22:45:22,79.7,0.35,509,Good,11.7,100,40,,Yes
CNC Machine,2021-11-07 23:58:34,71.2,0.5,585,Low,17.5,80,37,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.08,1993,Empty,20.0,87,34,,Yes
Stamping Machine,2020-06-15 14:53:51,72.9,0.5,509,Empty,7.8,80,42,,No
Conveyor Belt,2020-11-06 00:46:27,68.5,0.5,1993,Low,20.0,92,59,2.02,Yes
Robot,2022-09-03 23:14:49,31.1,0.43,1930,Good,20.0,80,35,,Yes
Robot,2023-06-16 09:49:29,20.2,0.35,1216,Good,20.0,98,30,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,509,Low,20.0,80,40,1.89,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,1993,Good,20.0,80,67,,Yes
Stamping Machine,2022-07-12 22:45:22,47.4,0.09,509,Low,6.5,100,70,,No
Stamping Machine,2020-07-05 07:56:20,20.2,0.5,509,Good,20.0,80,30,,Yes
CNC Machine,2022-09-03 23:14:49,28.0,0.05,509,Good,10.5,100,42,1.11,No
Robot,2023-09-22 03:26:36,46.1,0.41,1176,Good,8.9,89,70,,Yes
Robot,2022-04-21 13:10:24,62.8,0.5,646,Empty,5.3,99,48,1.92,Yes
Stamping Machine,2021-12-10 11:11:30,48.4,0.21,509,Good,19.3,82,64,,Yes
Stamping Machine,2022-09-03 23:14:49,33.3,0.5,509,Low,11.5,100,30,,Yes
CNC Machine,2023-07-24 16:21:48,31.9,0.28,1993,Empty,5.3,80,68,,Yes
CNC Machine,2023-09-15 23:39:07,37.5,0.43,609,Good,12.8,97,33,1.87,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.2,1340,Low,20.0,83,44,,No
Stamping Machine,2022-01-13 11:52:31,22.5,0.37,509,Low,5.3,94,37,2.0,No
Stamping Machine,2020-01-16 21:08:39,38.3,0.5,782,Good,5.3,87,51,,No
Robot,2022-04-21 13:10:24,27.8,0.37,816,Low,5.3,100,30,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.36,1177,Low,8.1,85,70,1.97,Yes
Conveyor Belt,2022-07-12 22:45:22,22.2,0.39,509,Empty,20.0,97,53,,Yes
CNC Machine,2023-07-29 03:01:37,75.7,0.5,509,Good,20.0,84,30,,Yes
Conveyor Belt,2020-01-06 23:09:12,20.2,0.05,509,Empty,14.2,93,36,1.88,Yes
Conveyor Belt,2022-09-03 23:14:49,79.7,0.2,1213,Low,19.0,91,41,,Yes
Conveyor Belt,2022-09-03 23:14:49,59.7,0.47,509,Low,14.4,80,70,,Yes
Stamping Machine,2023-09-16 23:58:34,74.0,0.05,509,Low,8.0,89,35,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.27,1107,Good,17.2,80,40,,No
Conveyor Belt,2020-04-03 03:08:29,61.6,0.05,509,Low,10.0,100,36,,Yes
Stamping Machine,2020-10-18 06:17:22,68.5,0.18,509,Low,10.7,100,30,,Yes
Stamping Machine,2020-07-05 07:56:20,76.1,0.4,782,Good,5.3,100,30,,No
Robot,2020-10-18 06:17:22,31.4,0.2,796,Good,11.5,100,37,,Yes
Stamping Machine,2020-01-06 23:09:12,45.0,0.05,509,Low,5.3,92,54,,No
Robot,2020-07-05 07:56:20,73.8,0.5,533,Good,20.0,80,30,,Yes
Robot,2020-10-18 06:17:22,30.6,0.42,509,Good,20.0,100,35,,Yes
Conveyor Belt,2022-02-04 09:20:03,71.1,0.5,1526,Good,20.0,80,57,,Yes
CNC Machine,2022-09-03 23:14:49,68.0,0.35,1075,Empty,20.0,88,70,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.36,867,Low,20.0,80,34,,Yes
